"","...1","t_year","year","Date","Location","Sublocation","Block","Treatment","Treatment_ID","Subplot","Microtopography","Total","Notat","Sph_sp","cover","Proportion","cover_no0","cover_int","cover_no1"
"3389",3389,3,2022,2022-09-15,"HM",3,3,"S","S2",1,NA,10,NA,"Sph ang",8,0.8,8,8,8
"3390",3390,3,2022,2022-09-15,"HM",3,3,"S","S2",1,NA,10,NA,"Sph cap",1,0.1,1,1,1
"3391",3391,3,2022,2022-09-15,"HM",3,3,"S","S2",1,NA,10,NA,"Sph ten",1,0.1,1,1,1
"3392",3392,3,2022,2022-09-15,"HM",3,3,"S","S2",1,NA,10,NA,"Sph pap",0,0,0.01,0,0
"3393",3393,3,2022,2022-09-15,"HM",3,3,"S","S2",1,NA,10,NA,"Sph div",0,0,0.01,0,0
"3394",3394,3,2022,2022-09-15,"HM",3,3,"S","S2",1,NA,10,NA,"Sph rus",0,0,0.01,0,0
"3395",3395,3,2022,2022-09-15,"HM",3,3,"S","S2",1,NA,10,NA,"Sph com",0,0,0.01,0,0
"3396",3396,3,2022,2022-09-15,"HM",3,3,"S","S2",1,NA,10,NA,"Sph maj",0,0,0.01,0,0
"3397",3397,3,2022,2022-09-15,"HM",3,3,"S","S2",1,NA,10,NA,"Sph bal",0,0,0.01,0,0
"3398",3398,3,2022,2022-09-15,"HM",3,3,"S","S2",1,NA,10,NA,"Sph rip",0,0,0.01,0,0
"3399",3399,3,2022,2022-09-15,"HM",3,3,"S","S2",1,NA,10,NA,"Sph cf",0,0,0.01,0,0
"3400",3400,3,2022,2022-09-15,"HM",3,3,"S","S2",2,NA,60,NA,"Sph ang",30,0.5,30,30,30
"3401",3401,3,2022,2022-09-15,"HM",3,3,"S","S2",2,NA,60,NA,"Sph cap",5,0.0833333333333333,5,5,5
"3402",3402,3,2022,2022-09-15,"HM",3,3,"S","S2",2,NA,60,NA,"Sph ten",20,0.333333333333333,20,20,20
"3403",3403,3,2022,2022-09-15,"HM",3,3,"S","S2",2,NA,60,NA,"Sph pap",5,0.0833333333333333,5,5,5
"3404",3404,3,2022,2022-09-15,"HM",3,3,"S","S2",2,NA,60,NA,"Sph div",0,0,0.01,0,0
"3405",3405,3,2022,2022-09-15,"HM",3,3,"S","S2",2,NA,60,NA,"Sph rus",0,0,0.01,0,0
"3406",3406,3,2022,2022-09-15,"HM",3,3,"S","S2",2,NA,60,NA,"Sph com",0,0,0.01,0,0
"3407",3407,3,2022,2022-09-15,"HM",3,3,"S","S2",2,NA,60,NA,"Sph maj",0,0,0.01,0,0
"3408",3408,3,2022,2022-09-15,"HM",3,3,"S","S2",2,NA,60,NA,"Sph bal",0,0,0.01,0,0
"3409",3409,3,2022,2022-09-15,"HM",3,3,"S","S2",2,NA,60,NA,"Sph rip",0,0,0.01,0,0
"3410",3410,3,2022,2022-09-15,"HM",3,3,"S","S2",2,NA,60,NA,"Sph cf",0,0,0.01,0,0
"3411",3411,3,2022,2022-09-15,"HM",3,3,"S","S2",3,NA,25,NA,"Sph ang",15,0.6,15,15,15
"3412",3412,3,2022,2022-09-15,"HM",3,3,"S","S2",3,NA,25,NA,"Sph cap",5,0.2,5,5,5
"3413",3413,3,2022,2022-09-15,"HM",3,3,"S","S2",3,NA,25,NA,"Sph ten",3,0.12,3,3,3
"3414",3414,3,2022,2022-09-15,"HM",3,3,"S","S2",3,NA,25,NA,"Sph pap",2,0.08,2,2,2
"3415",3415,3,2022,2022-09-15,"HM",3,3,"S","S2",3,NA,25,NA,"Sph div",0,0,0.01,0,0
"3416",3416,3,2022,2022-09-15,"HM",3,3,"S","S2",3,NA,25,NA,"Sph rus",0,0,0.01,0,0
"3417",3417,3,2022,2022-09-15,"HM",3,3,"S","S2",3,NA,25,NA,"Sph com",0,0,0.01,0,0
"3418",3418,3,2022,2022-09-15,"HM",3,3,"S","S2",3,NA,25,NA,"Sph maj",0,0,0.01,0,0
"3419",3419,3,2022,2022-09-15,"HM",3,3,"S","S2",3,NA,25,NA,"Sph bal",0,0,0.01,0,0
"3420",3420,3,2022,2022-09-15,"HM",3,3,"S","S2",3,NA,25,NA,"Sph rip",0,0,0.01,0,0
"3421",3421,3,2022,2022-09-15,"HM",3,3,"S","S2",3,NA,25,NA,"Sph cf",0,0,0.01,0,0
"3422",3422,3,2022,2022-09-15,"HM",3,3,"S","S2",4,NA,30,NA,"Sph ang",20,0.666666666666667,20,20,20
"3423",3423,3,2022,2022-09-15,"HM",3,3,"S","S2",4,NA,30,NA,"Sph cap",4,0.133333333333333,4,4,4
"3424",3424,3,2022,2022-09-15,"HM",3,3,"S","S2",4,NA,30,NA,"Sph ten",4,0.133333333333333,4,4,4
"3425",3425,3,2022,2022-09-15,"HM",3,3,"S","S2",4,NA,30,NA,"Sph pap",2,0.0666666666666667,2,2,2
"3426",3426,3,2022,2022-09-15,"HM",3,3,"S","S2",4,NA,30,NA,"Sph div",0,0,0.01,0,0
"3427",3427,3,2022,2022-09-15,"HM",3,3,"S","S2",4,NA,30,NA,"Sph rus",0,0,0.01,0,0
"3428",3428,3,2022,2022-09-15,"HM",3,3,"S","S2",4,NA,30,NA,"Sph com",0,0,0.01,0,0
"3429",3429,3,2022,2022-09-15,"HM",3,3,"S","S2",4,NA,30,NA,"Sph maj",0,0,0.01,0,0
"3430",3430,3,2022,2022-09-15,"HM",3,3,"S","S2",4,NA,30,NA,"Sph bal",0,0,0.01,0,0
"3431",3431,3,2022,2022-09-15,"HM",3,3,"S","S2",4,NA,30,NA,"Sph rip",0,0,0.01,0,0
"3432",3432,3,2022,2022-09-15,"HM",3,3,"S","S2",4,NA,30,NA,"Sph cf",0,0,0.01,0,0
"3433",3433,3,2022,2022-09-15,"HM",3,4,"S","S1",1,NA,65,NA,"Sph ang",30,0.461538461538462,30,30,30
"3434",3434,3,2022,2022-09-15,"HM",3,4,"S","S1",1,NA,65,NA,"Sph cap",7,0.107692307692308,7,7,7
"3435",3435,3,2022,2022-09-15,"HM",3,4,"S","S1",1,NA,65,NA,"Sph ten",27,0.415384615384615,27,27,27
"3436",3436,3,2022,2022-09-15,"HM",3,4,"S","S1",1,NA,65,NA,"Sph pap",1,0.0153846153846154,1,1,1
"3437",3437,3,2022,2022-09-15,"HM",3,4,"S","S1",1,NA,65,NA,"Sph div",0,0,0.01,0,0
"3438",3438,3,2022,2022-09-15,"HM",3,4,"S","S1",1,NA,65,NA,"Sph rus",0,0,0.01,0,0
"3439",3439,3,2022,2022-09-15,"HM",3,4,"S","S1",1,NA,65,NA,"Sph com",0,0,0.01,0,0
"3440",3440,3,2022,2022-09-15,"HM",3,4,"S","S1",1,NA,65,NA,"Sph maj",0,0,0.01,0,0
"3441",3441,3,2022,2022-09-15,"HM",3,4,"S","S1",1,NA,65,NA,"Sph bal",0,0,0.01,0,0
"3442",3442,3,2022,2022-09-15,"HM",3,4,"S","S1",1,NA,65,NA,"Sph rip",0,0,0.01,0,0
"3443",3443,3,2022,2022-09-15,"HM",3,4,"S","S1",1,NA,65,NA,"Sph cf",0,0,0.01,0,0
"3444",3444,3,2022,2022-09-15,"HM",3,4,"S","S1",2,NA,45,NA,"Sph ang",23,0.511111111111111,23,23,23
"3445",3445,3,2022,2022-09-15,"HM",3,4,"S","S1",2,NA,45,NA,"Sph cap",10,0.222222222222222,10,10,10
"3446",3446,3,2022,2022-09-15,"HM",3,4,"S","S1",2,NA,45,NA,"Sph ten",10,0.222222222222222,10,10,10
"3447",3447,3,2022,2022-09-15,"HM",3,4,"S","S1",2,NA,45,NA,"Sph pap",2,0.0444444444444444,2,2,2
"3448",3448,3,2022,2022-09-15,"HM",3,4,"S","S1",2,NA,45,NA,"Sph div",0,0,0.01,0,0
"3449",3449,3,2022,2022-09-15,"HM",3,4,"S","S1",2,NA,45,NA,"Sph rus",0,0,0.01,0,0
"3450",3450,3,2022,2022-09-15,"HM",3,4,"S","S1",2,NA,45,NA,"Sph com",0,0,0.01,0,0
"3451",3451,3,2022,2022-09-15,"HM",3,4,"S","S1",2,NA,45,NA,"Sph maj",0,0,0.01,0,0
"3452",3452,3,2022,2022-09-15,"HM",3,4,"S","S1",2,NA,45,NA,"Sph bal",0,0,0.01,0,0
"3453",3453,3,2022,2022-09-15,"HM",3,4,"S","S1",2,NA,45,NA,"Sph rip",0,0,0.01,0,0
"3454",3454,3,2022,2022-09-15,"HM",3,4,"S","S1",2,NA,45,NA,"Sph cf",0,0,0.01,0,0
"3455",3455,3,2022,2022-09-15,"HM",3,4,"S","S1",3,NA,10,NA,"Sph ang",7,0.7,7,7,7
"3456",3456,3,2022,2022-09-15,"HM",3,4,"S","S1",3,NA,10,NA,"Sph cap",0,0,0.01,0,0
"3457",3457,3,2022,2022-09-15,"HM",3,4,"S","S1",3,NA,10,NA,"Sph ten",1,0.1,1,1,1
"3458",3458,3,2022,2022-09-15,"HM",3,4,"S","S1",3,NA,10,NA,"Sph pap",2,0.2,2,2,2
"3459",3459,3,2022,2022-09-15,"HM",3,4,"S","S1",3,NA,10,NA,"Sph div",0,0,0.01,0,0
"3460",3460,3,2022,2022-09-15,"HM",3,4,"S","S1",3,NA,10,NA,"Sph rus",0,0,0.01,0,0
"3461",3461,3,2022,2022-09-15,"HM",3,4,"S","S1",3,NA,10,NA,"Sph com",0,0,0.01,0,0
"3462",3462,3,2022,2022-09-15,"HM",3,4,"S","S1",3,NA,10,NA,"Sph maj",0,0,0.01,0,0
"3463",3463,3,2022,2022-09-15,"HM",3,4,"S","S1",3,NA,10,NA,"Sph bal",0,0,0.01,0,0
"3464",3464,3,2022,2022-09-15,"HM",3,4,"S","S1",3,NA,10,NA,"Sph rip",0,0,0.01,0,0
"3465",3465,3,2022,2022-09-15,"HM",3,4,"S","S1",3,NA,10,NA,"Sph cf",0,0,0.01,0,0
"3466",3466,3,2022,2022-09-15,"HM",3,4,"S","S1",4,NA,40,NA,"Sph ang",29,0.725,29,29,29
"3467",3467,3,2022,2022-09-15,"HM",3,4,"S","S1",4,NA,40,NA,"Sph cap",6,0.15,6,6,6
"3468",3468,3,2022,2022-09-15,"HM",3,4,"S","S1",4,NA,40,NA,"Sph ten",5,0.125,5,5,5
"3469",3469,3,2022,2022-09-15,"HM",3,4,"S","S1",4,NA,40,NA,"Sph pap",1,0.025,1,1,1
"3470",3470,3,2022,2022-09-15,"HM",3,4,"S","S1",4,NA,40,NA,"Sph div",0,0,0.01,0,0
"3471",3471,3,2022,2022-09-15,"HM",3,4,"S","S1",4,NA,40,NA,"Sph rus",0,0,0.01,0,0
"3472",3472,3,2022,2022-09-15,"HM",3,4,"S","S1",4,NA,40,NA,"Sph com",0,0,0.01,0,0
"3473",3473,3,2022,2022-09-15,"HM",3,4,"S","S1",4,NA,40,NA,"Sph maj",0,0,0.01,0,0
"3474",3474,3,2022,2022-09-15,"HM",3,4,"S","S1",4,NA,40,NA,"Sph bal",0,0,0.01,0,0
"3475",3475,3,2022,2022-09-15,"HM",3,4,"S","S1",4,NA,40,NA,"Sph rip",0,0,0.01,0,0
"3476",3476,3,2022,2022-09-15,"HM",3,4,"S","S1",4,NA,40,NA,"Sph cf",0,0,0.01,0,0
"3477",3477,3,2022,2022-09-15,"HM",3,4,"S","S2",1,NA,40,NA,"Sph ang",27,0.675,27,27,27
"3478",3478,3,2022,2022-09-15,"HM",3,4,"S","S2",1,NA,40,NA,"Sph cap",10,0.25,10,10,10
"3479",3479,3,2022,2022-09-15,"HM",3,4,"S","S2",1,NA,40,NA,"Sph ten",2,0.05,2,2,2
"3480",3480,3,2022,2022-09-15,"HM",3,4,"S","S2",1,NA,40,NA,"Sph pap",1,0.025,1,1,1
"3481",3481,3,2022,2022-09-15,"HM",3,4,"S","S2",1,NA,40,NA,"Sph div",0,0,0.01,0,0
"3482",3482,3,2022,2022-09-15,"HM",3,4,"S","S2",1,NA,40,NA,"Sph rus",0,0,0.01,0,0
"3483",3483,3,2022,2022-09-15,"HM",3,4,"S","S2",1,NA,40,NA,"Sph com",0,0,0.01,0,0
"3484",3484,3,2022,2022-09-15,"HM",3,4,"S","S2",1,NA,40,NA,"Sph maj",0,0,0.01,0,0
"3485",3485,3,2022,2022-09-15,"HM",3,4,"S","S2",1,NA,40,NA,"Sph bal",0,0,0.01,0,0
"3486",3486,3,2022,2022-09-15,"HM",3,4,"S","S2",1,NA,40,NA,"Sph rip",0,0,0.01,0,0
"3487",3487,3,2022,2022-09-15,"HM",3,4,"S","S2",1,NA,40,NA,"Sph cf",0,0,0.01,0,0
"3488",3488,3,2022,2022-09-15,"HM",3,4,"S","S2",2,NA,50,NA,"Sph ang",22,0.44,22,22,22
"3489",3489,3,2022,2022-09-15,"HM",3,4,"S","S2",2,NA,50,NA,"Sph cap",8,0.16,8,8,8
"3490",3490,3,2022,2022-09-15,"HM",3,4,"S","S2",2,NA,50,NA,"Sph ten",10,0.2,10,10,10
"3491",3491,3,2022,2022-09-15,"HM",3,4,"S","S2",2,NA,50,NA,"Sph pap",10,0.2,10,10,10
"3492",3492,3,2022,2022-09-15,"HM",3,4,"S","S2",2,NA,50,NA,"Sph div",0,0,0.01,0,0
"3493",3493,3,2022,2022-09-15,"HM",3,4,"S","S2",2,NA,50,NA,"Sph rus",0,0,0.01,0,0
"3494",3494,3,2022,2022-09-15,"HM",3,4,"S","S2",2,NA,50,NA,"Sph com",0,0,0.01,0,0
"3495",3495,3,2022,2022-09-15,"HM",3,4,"S","S2",2,NA,50,NA,"Sph maj",0,0,0.01,0,0
"3496",3496,3,2022,2022-09-15,"HM",3,4,"S","S2",2,NA,50,NA,"Sph bal",0,0,0.01,0,0
"3497",3497,3,2022,2022-09-15,"HM",3,4,"S","S2",2,NA,50,NA,"Sph rip",0,0,0.01,0,0
"3498",3498,3,2022,2022-09-15,"HM",3,4,"S","S2",2,NA,50,NA,"Sph cf",0,0,0.01,0,0
"3499",3499,3,2022,2022-09-15,"HM",3,4,"S","S2",3,NA,60,NA,"Sph ang",20,0.333333333333333,20,20,20
"3500",3500,3,2022,2022-09-15,"HM",3,4,"S","S2",3,NA,60,NA,"Sph cap",15,0.25,15,15,15
"3501",3501,3,2022,2022-09-15,"HM",3,4,"S","S2",3,NA,60,NA,"Sph ten",20,0.333333333333333,20,20,20
"3502",3502,3,2022,2022-09-15,"HM",3,4,"S","S2",3,NA,60,NA,"Sph pap",5,0.0833333333333333,5,5,5
"3503",3503,3,2022,2022-09-15,"HM",3,4,"S","S2",3,NA,60,NA,"Sph div",0,0,0.01,0,0
"3504",3504,3,2022,2022-09-15,"HM",3,4,"S","S2",3,NA,60,NA,"Sph rus",0,0,0.01,0,0
"3505",3505,3,2022,2022-09-15,"HM",3,4,"S","S2",3,NA,60,NA,"Sph com",0,0,0.01,0,0
"3506",3506,3,2022,2022-09-15,"HM",3,4,"S","S2",3,NA,60,NA,"Sph maj",0,0,0.01,0,0
"3507",3507,3,2022,2022-09-15,"HM",3,4,"S","S2",3,NA,60,NA,"Sph bal",0,0,0.01,0,0
"3508",3508,3,2022,2022-09-15,"HM",3,4,"S","S2",3,NA,60,NA,"Sph rip",0,0,0.01,0,0
"3509",3509,3,2022,2022-09-15,"HM",3,4,"S","S2",3,NA,60,NA,"Sph cf",0,0,0.01,0,0
"3510",3510,3,2022,2022-09-15,"HM",3,4,"S","S2",4,NA,40,NA,"Sph ang",20,0.5,20,20,20
"3511",3511,3,2022,2022-09-15,"HM",3,4,"S","S2",4,NA,40,NA,"Sph cap",8,0.2,8,8,8
"3512",3512,3,2022,2022-09-15,"HM",3,4,"S","S2",4,NA,40,NA,"Sph ten",10,0.25,10,10,10
"3513",3513,3,2022,2022-09-15,"HM",3,4,"S","S2",4,NA,40,NA,"Sph pap",2,0.05,2,2,2
"3514",3514,3,2022,2022-09-15,"HM",3,4,"S","S2",4,NA,40,NA,"Sph div",0,0,0.01,0,0
"3515",3515,3,2022,2022-09-15,"HM",3,4,"S","S2",4,NA,40,NA,"Sph rus",0,0,0.01,0,0
"3516",3516,3,2022,2022-09-15,"HM",3,4,"S","S2",4,NA,40,NA,"Sph com",0,0,0.01,0,0
"3517",3517,3,2022,2022-09-15,"HM",3,4,"S","S2",4,NA,40,NA,"Sph maj",0,0,0.01,0,0
"3518",3518,3,2022,2022-09-15,"HM",3,4,"S","S2",4,NA,40,NA,"Sph bal",0,0,0.01,0,0
"3519",3519,3,2022,2022-09-15,"HM",3,4,"S","S2",4,NA,40,NA,"Sph rip",0,0,0.01,0,0
"3520",3520,3,2022,2022-09-15,"HM",3,4,"S","S2",4,NA,40,NA,"Sph cf",0,0,0.01,0,0
"3521",3521,2,2022,2022-09-14,"BSM",1,1,"S","S1",1,"1",20,NA,"Sph ang",7,0.35,7,7,7
"3522",3522,2,2022,2022-09-14,"BSM",1,1,"S","S1",1,"1",20,NA,"Sph cap",4,0.2,4,4,4
"3523",3523,2,2022,2022-09-14,"BSM",1,1,"S","S1",1,"1",20,NA,"Sph ten",7,0.35,7,7,7
"3524",3524,2,2022,2022-09-14,"BSM",1,1,"S","S1",1,"1",20,NA,"Sph pap",2,0.1,2,2,2
"3525",3525,2,2022,2022-09-14,"BSM",1,1,"S","S1",1,"1",20,NA,"Sph div",0,0,0.01,0,0
"3526",3526,2,2022,2022-09-14,"BSM",1,1,"S","S1",1,"1",20,NA,"Sph rus",0,0,0.01,0,0
"3527",3527,2,2022,2022-09-14,"BSM",1,1,"S","S1",1,"1",20,NA,"Sph com",0,0,0.01,0,0
"3528",3528,2,2022,2022-09-14,"BSM",1,1,"S","S1",1,"1",20,NA,"Sph maj",0,0,0.01,0,0
"3529",3529,2,2022,2022-09-14,"BSM",1,1,"S","S1",1,"1",20,NA,"Sph bal",0,0,0.01,0,0
"3530",3530,2,2022,2022-09-14,"BSM",1,1,"S","S1",1,"1",20,NA,"Sph rip",0,0,0.01,0,0
"3531",3531,2,2022,2022-09-14,"BSM",1,1,"S","S1",1,"1",20,NA,"Sph cf",0,0,0.01,0,0
"3532",3532,2,2022,2022-09-14,"BSM",1,1,"S","S1",2,"3",10,NA,"Sph ang",7,0.7,7,7,7
"3533",3533,2,2022,2022-09-14,"BSM",1,1,"S","S1",2,"3",10,NA,"Sph cap",1,0.1,1,1,1
"3534",3534,2,2022,2022-09-14,"BSM",1,1,"S","S1",2,"3",10,NA,"Sph ten",1,0.1,1,1,1
"3535",3535,2,2022,2022-09-14,"BSM",1,1,"S","S1",2,"3",10,NA,"Sph pap",1,0.1,1,1,1
"3536",3536,2,2022,2022-09-14,"BSM",1,1,"S","S1",2,"3",10,NA,"Sph div",0,0,0.01,0,0
"3537",3537,2,2022,2022-09-14,"BSM",1,1,"S","S1",2,"3",10,NA,"Sph rus",0,0,0.01,0,0
"3538",3538,2,2022,2022-09-14,"BSM",1,1,"S","S1",2,"3",10,NA,"Sph com",0,0,0.01,0,0
"3539",3539,2,2022,2022-09-14,"BSM",1,1,"S","S1",2,"3",10,NA,"Sph maj",0,0,0.01,0,0
"3540",3540,2,2022,2022-09-14,"BSM",1,1,"S","S1",2,"3",10,NA,"Sph bal",0,0,0.01,0,0
"3541",3541,2,2022,2022-09-14,"BSM",1,1,"S","S1",2,"3",10,NA,"Sph rip",0,0,0.01,0,0
"3542",3542,2,2022,2022-09-14,"BSM",1,1,"S","S1",2,"3",10,NA,"Sph cf",0,0,0.01,0,0
"3543",3543,2,2022,2022-09-14,"BSM",1,1,"S","S1",3,"1",20,NA,"Sph ang",10,0.5,10,10,10
"3544",3544,2,2022,2022-09-14,"BSM",1,1,"S","S1",3,"1",20,NA,"Sph cap",5,0.25,5,5,5
"3545",3545,2,2022,2022-09-14,"BSM",1,1,"S","S1",3,"1",20,NA,"Sph ten",2,0.1,2,2,2
"3546",3546,2,2022,2022-09-14,"BSM",1,1,"S","S1",3,"1",20,NA,"Sph pap",3,0.15,3,3,3
"3547",3547,2,2022,2022-09-14,"BSM",1,1,"S","S1",3,"1",20,NA,"Sph div",0,0,0.01,0,0
"3548",3548,2,2022,2022-09-14,"BSM",1,1,"S","S1",3,"1",20,NA,"Sph rus",0,0,0.01,0,0
"3549",3549,2,2022,2022-09-14,"BSM",1,1,"S","S1",3,"1",20,NA,"Sph com",0,0,0.01,0,0
"3550",3550,2,2022,2022-09-14,"BSM",1,1,"S","S1",3,"1",20,NA,"Sph maj",0,0,0.01,0,0
"3551",3551,2,2022,2022-09-14,"BSM",1,1,"S","S1",3,"1",20,NA,"Sph bal",0,0,0.01,0,0
"3552",3552,2,2022,2022-09-14,"BSM",1,1,"S","S1",3,"1",20,NA,"Sph rip",0,0,0.01,0,0
"3553",3553,2,2022,2022-09-14,"BSM",1,1,"S","S1",3,"1",20,NA,"Sph cf",0,0,0.01,0,0
"3554",3554,2,2022,2022-09-14,"BSM",1,1,"S","S1",4,"2",45,NA,"Sph ang",30,0.666666666666667,30,30,30
"3555",3555,2,2022,2022-09-14,"BSM",1,1,"S","S1",4,"2",45,NA,"Sph cap",10,0.222222222222222,10,10,10
"3556",3556,2,2022,2022-09-14,"BSM",1,1,"S","S1",4,"2",45,NA,"Sph ten",3,0.0666666666666667,3,3,3
"3557",3557,2,2022,2022-09-14,"BSM",1,1,"S","S1",4,"2",45,NA,"Sph pap",2,0.0444444444444444,2,2,2
"3558",3558,2,2022,2022-09-14,"BSM",1,1,"S","S1",4,"2",45,NA,"Sph div",0,0,0.01,0,0
"3559",3559,2,2022,2022-09-14,"BSM",1,1,"S","S1",4,"2",45,NA,"Sph rus",0,0,0.01,0,0
"3560",3560,2,2022,2022-09-14,"BSM",1,1,"S","S1",4,"2",45,NA,"Sph com",0,0,0.01,0,0
"3561",3561,2,2022,2022-09-14,"BSM",1,1,"S","S1",4,"2",45,NA,"Sph maj",0,0,0.01,0,0
"3562",3562,2,2022,2022-09-14,"BSM",1,1,"S","S1",4,"2",45,NA,"Sph bal",0,0,0.01,0,0
"3563",3563,2,2022,2022-09-14,"BSM",1,1,"S","S1",4,"2",45,NA,"Sph rip",0,0,0.01,0,0
"3564",3564,2,2022,2022-09-14,"BSM",1,1,"S","S1",4,"2",45,NA,"Sph cf",0,0,0.01,0,0
"3565",3565,2,2022,2022-09-14,"BSM",1,1,"S","S2",1,"2",20,NA,"Sph ang",8,0.4,8,8,8
"3566",3566,2,2022,2022-09-14,"BSM",1,1,"S","S2",1,"2",20,NA,"Sph cap",5,0.25,5,5,5
"3567",3567,2,2022,2022-09-14,"BSM",1,1,"S","S2",1,"2",20,NA,"Sph ten",2,0.1,2,2,2
"3568",3568,2,2022,2022-09-14,"BSM",1,1,"S","S2",1,"2",20,NA,"Sph pap",5,0.25,5,5,5
"3569",3569,2,2022,2022-09-14,"BSM",1,1,"S","S2",1,"2",20,NA,"Sph div",0,0,0.01,0,0
"3570",3570,2,2022,2022-09-14,"BSM",1,1,"S","S2",1,"2",20,NA,"Sph rus",0,0,0.01,0,0
"3571",3571,2,2022,2022-09-14,"BSM",1,1,"S","S2",1,"2",20,NA,"Sph com",0,0,0.01,0,0
"3572",3572,2,2022,2022-09-14,"BSM",1,1,"S","S2",1,"2",20,NA,"Sph maj",0,0,0.01,0,0
"3573",3573,2,2022,2022-09-14,"BSM",1,1,"S","S2",1,"2",20,NA,"Sph bal",0,0,0.01,0,0
"3574",3574,2,2022,2022-09-14,"BSM",1,1,"S","S2",1,"2",20,NA,"Sph rip",0,0,0.01,0,0
"3575",3575,2,2022,2022-09-14,"BSM",1,1,"S","S2",1,"2",20,NA,"Sph cf",0,0,0.01,0,0
"3576",3576,2,2022,2022-09-14,"BSM",1,1,"S","S2",2,"2",20,NA,"Sph ang",9,0.45,9,9,9
"3577",3577,2,2022,2022-09-14,"BSM",1,1,"S","S2",2,"2",20,NA,"Sph cap",6,0.3,6,6,6
"3578",3578,2,2022,2022-09-14,"BSM",1,1,"S","S2",2,"2",20,NA,"Sph ten",4,0.2,4,4,4
"3579",3579,2,2022,2022-09-14,"BSM",1,1,"S","S2",2,"2",20,NA,"Sph pap",1,0.05,1,1,1
"3580",3580,2,2022,2022-09-14,"BSM",1,1,"S","S2",2,"2",20,NA,"Sph div",0,0,0.01,0,0
"3581",3581,2,2022,2022-09-14,"BSM",1,1,"S","S2",2,"2",20,NA,"Sph rus",0,0,0.01,0,0
"3582",3582,2,2022,2022-09-14,"BSM",1,1,"S","S2",2,"2",20,NA,"Sph com",0,0,0.01,0,0
"3583",3583,2,2022,2022-09-14,"BSM",1,1,"S","S2",2,"2",20,NA,"Sph maj",0,0,0.01,0,0
"3584",3584,2,2022,2022-09-14,"BSM",1,1,"S","S2",2,"2",20,NA,"Sph bal",0,0,0.01,0,0
"3585",3585,2,2022,2022-09-14,"BSM",1,1,"S","S2",2,"2",20,NA,"Sph rip",0,0,0.01,0,0
"3586",3586,2,2022,2022-09-14,"BSM",1,1,"S","S2",2,"2",20,NA,"Sph cf",0,0,0.01,0,0
"3587",3587,2,2022,2022-09-14,"BSM",1,1,"S","S2",3,"2",30,NA,"Sph ang",15,0.5,15,15,15
"3588",3588,2,2022,2022-09-14,"BSM",1,1,"S","S2",3,"2",30,NA,"Sph cap",7,0.233333333333333,7,7,7
"3589",3589,2,2022,2022-09-14,"BSM",1,1,"S","S2",3,"2",30,NA,"Sph ten",3,0.1,3,3,3
"3590",3590,2,2022,2022-09-14,"BSM",1,1,"S","S2",3,"2",30,NA,"Sph pap",5,0.166666666666667,5,5,5
"3591",3591,2,2022,2022-09-14,"BSM",1,1,"S","S2",3,"2",30,NA,"Sph div",0,0,0.01,0,0
"3592",3592,2,2022,2022-09-14,"BSM",1,1,"S","S2",3,"2",30,NA,"Sph rus",0,0,0.01,0,0
"3593",3593,2,2022,2022-09-14,"BSM",1,1,"S","S2",3,"2",30,NA,"Sph com",0,0,0.01,0,0
"3594",3594,2,2022,2022-09-14,"BSM",1,1,"S","S2",3,"2",30,NA,"Sph maj",0,0,0.01,0,0
"3595",3595,2,2022,2022-09-14,"BSM",1,1,"S","S2",3,"2",30,NA,"Sph bal",0,0,0.01,0,0
"3596",3596,2,2022,2022-09-14,"BSM",1,1,"S","S2",3,"2",30,NA,"Sph rip",0,0,0.01,0,0
"3597",3597,2,2022,2022-09-14,"BSM",1,1,"S","S2",3,"2",30,NA,"Sph cf",0,0,0.01,0,0
"3598",3598,2,2022,2022-09-14,"BSM",1,1,"S","S2",4,"4",16,NA,"Sph ang",7,0.4375,7,7,7
"3599",3599,2,2022,2022-09-14,"BSM",1,1,"S","S2",4,"4",16,NA,"Sph cap",3,0.1875,3,3,3
"3600",3600,2,2022,2022-09-14,"BSM",1,1,"S","S2",4,"4",16,NA,"Sph ten",4,0.25,4,4,4
"3601",3601,2,2022,2022-09-14,"BSM",1,1,"S","S2",4,"4",16,NA,"Sph pap",2,0.125,2,2,2
"3602",3602,2,2022,2022-09-14,"BSM",1,1,"S","S2",4,"4",16,NA,"Sph div",0,0,0.01,0,0
"3603",3603,2,2022,2022-09-14,"BSM",1,1,"S","S2",4,"4",16,NA,"Sph rus",0,0,0.01,0,0
"3604",3604,2,2022,2022-09-14,"BSM",1,1,"S","S2",4,"4",16,NA,"Sph com",0,0,0.01,0,0
"3605",3605,2,2022,2022-09-14,"BSM",1,1,"S","S2",4,"4",16,NA,"Sph maj",0,0,0.01,0,0
"3606",3606,2,2022,2022-09-14,"BSM",1,1,"S","S2",4,"4",16,NA,"Sph bal",0,0,0.01,0,0
"3607",3607,2,2022,2022-09-14,"BSM",1,1,"S","S2",4,"4",16,NA,"Sph rip",0,0,0.01,0,0
"3608",3608,2,2022,2022-09-14,"BSM",1,1,"S","S2",4,"4",16,NA,"Sph cf",0,0,0.01,0,0
"3609",3609,2,2022,2022-09-14,"BSM",1,2,"S","S1",1,"2",5,NA,"Sph ang",2,0.4,2,2,2
