"","Date","year","month","Location","Sublocation","Block","Treatment_ID","Treatment","Registered_by","t_year","Roughness","Slope","Sphagnum","Dead_sph","Polytrichum","Racomitrium","Other_mosses","Livermosses","Lichen","Carex","Trichophorum","Eriopherum","Sedges","Rhynchospora","Grasses","Heathers","Oxycoccus","Blueberry","Drosera","Herbs","Narthecium","Bet_nan","Seedlings","Bushes","Trees","Bare_peat","Litter","Mulch","Dead_wood","Temp_water","Other","All_species","Notes.x","WAL #","Sample_ID","Burial_Date","Retrieval_Date","#Anion","#Cation","Notes.y","NO3_N","NH4_N","Ca","Mg","K","P","Fe","Mn","Cu","Zn","B","S","Pb","Al","Cd","Name","Station_ID","consecutive_days_count","gs_mean","gs_max","gs_min","total_days","Change_Year","Change_Total","Other_veg","Total_veg","Field","Veg_Ground","Tot_Ground","Sphagnum_nozero","Sphagnum_int","Sphagnum_no1","Sphagnum_beta"
"100",2021-06-08,"2021","6","BSM","3","1","M","M","LML; MOK",0,"2",2,2,5,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,90,5,0,0,0,NA,"d<U+00F8>d torvmose (ser ut som de begynner <U+00E5> spire)",NA,"203382",26,2021-06-07,2021-09-13,2,2,NA,0,41,698,754,42,0.29,269.1,1.7,0.13,2.02,0.79,272,10.07,101.8,0.05,"Hoydalsmoan","BSM3",6,-0.131186224112426,-0.039,-0.3603,11,NA,NA,0.2,2.2,0.1,2.1,102.1,2,2,2,2
"101",2022-09-14,"2022","9","BSM","3","1","M","M","MOK",2,"2",2,10,0,0.1,0,2,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,20,3,65,0,0,NA,NA,"under vann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.1086325708061,-0.0476,-0.1685,0,8,NA,2.3,12.3,0.2,12.1,100.1,10,10,10,10
"102",2023-09-07,"2023","9","BSM","3","1","M","M","MF",3,"2",2,25,0,1,0,2,10,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,25,0,35,0,5,NA,"molinia, e. vag, ten, bal, pap, rub, ang, comp, levermoser, bladmoser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.10461629403794,-0.0318,-0.1435,0,15,23,17,42,4,38,98,25,25,25,25
"103",2021-06-08,"2021","6","BSM","3","1","S1","S","LML; MOK",0,"3",1,0,2,0,0,3,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,85,10,0,0,0,NA,NA,NA,"203383",27,2021-06-07,2021-09-13,2,2,NA,0,38,532,752,96,0.3,910.5,1.2,0.05,1.26,0.74,19,9.56,103.5,0.05,"Hoydalsmoan","BSM3",6,-0.131186224112426,-0.039,-0.3603,11,NA,NA,3.2,3.2,0.1,3.1,100.1,1e-04,0,0,1e-04
"104",2022-09-14,"2022","9","BSM","3","1","S1","S","MOK",2,"3",1,60,0,0.1,0,0.1,0,0,0,0,5,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,35,0,0,NA,NA,"delvis under vann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.1086325708061,-0.0476,-0.1685,0,60,NA,5.4,65.4,5.2,60.2,95.2,60,60,60,60
"105",2023-09-07,"2023","9","BSM","3","1","S1","S","FB, ACM",3,"3",1,92,0,0.1,0,0.1,1,0,0,0,15,0,0,2,0,0,0,0.1,0,0,0,0,0,0,0,4,4,0,0,NA,"e.vag, molinia, polytrichium, drosera rot, bladmoser, riparium, ang, balt, rub, ten, comp, pap, levermoser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.10461629403794,-0.0318,-0.1435,0,32,92,18.3,110.3,17.1,93.2,101.2,92,92,92,92
"106",2021-06-08,"2021","6","BSM","3","1","S2","S","LML; MOK",0,"3",2,0.1,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",6,-0.131186224112426,-0.039,-0.3603,11,NA,NA,0.1,0.2,0,0.2,100.2,0.1,1,0.1,0.1
"107",2022-09-14,"2022","9","BSM","3","1","S2","S","MOK",2,"3",2,70,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0.1,0,0,3,0,30,0,0,NA,NA,"delvis under vann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.1086325708061,-0.0476,-0.1685,0,69.9,NA,0.5,70.5,0.3,70.2,103.2,70,70,70,70
"108",2023-09-07,"2023","9","BSM","3","1","S2","S","FB, ACM",3,"3",2,97,2,0,0,0.1,0.1,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.10461629403794,-0.0318,-0.1435,0,27,96.9,12.2,109.2,12,97.2,102.2,97,97,97,97
"109",2021-06-08,"2021","6","BSM","3","2","C","C","LML; MOK",0,"3",2,0,2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,NA,"d<U+00F8>d torvmoser",NA,"203384",28,2021-06-07,2021-09-13,2,2,NA,1,31,743,754,43,0.09,98.7,1.7,0.11,5.48,0.1,423,3,42,0.02,"Hoydalsmoan","BSM3",6,-0.131186224112426,-0.039,-0.3603,11,NA,NA,0.1,0.1,0,0.1,102.1,1e-04,0,0,1e-04
"110",2022-09-14,"2022","9","BSM","3","2","C","C","MOK",2,"3",2,1,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,0.1,0,0,NA,NA,"under vann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.1086325708061,-0.0476,-0.1685,0,1,NA,0.2,1.2,0.1,1.1,103.2,1,1,1,1
"111",2023-09-07,"2023","9","BSM","3","2","C","C","MF",3,"3",2,7,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,0,0,NA,"pap, rub, e.vag, levermoser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.10461629403794,-0.0318,-0.1435,0,6,7,3,10,1,9,100,7,7,7,7
"112",2021-06-08,"2021","6","BSM","3","2","M","M","LML; MOK",0,"3",2,0,10,1,0,2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,75,10,0,0,0,NA,"d<U+00F8>d torvmoser",NA,"203385",29,2021-06-07,2021-09-13,2,2,NA,13,40,852,755,67,0.14,8.6,1.5,0.12,9.93,0.44,268,1.99,85.9,0.04,"Hoydalsmoan","BSM3",6,-0.131186224112426,-0.039,-0.3603,11,NA,NA,3.1,3.1,0.1,3,98,1e-04,0,0,1e-04
"113",2022-09-14,"2022","9","BSM","3","2","M","M","MOK",2,"3",2,4,0,1,0,1,1,0.1,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,20,0.1,75,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.1086325708061,-0.0476,-0.1685,0,4,NA,3.4,7.4,0.3,7.1,102.3,4,4,4,4
"114",2023-09-07,"2023","9","BSM","3","2","M","M","MF",3,"3",2,20,0,6,0,0,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.1,0,0,30,0,30,0,0,NA,"pap, ten, rub,bj<U+00F8>rnemose, e. vag, levermoser, andromeda, krekling, furu,  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.10461629403794,-0.0318,-0.1435,0,16,20,20.1,40.1,2.1,38,98,20,20,20,20
"115",2021-06-08,"2021","6","BSM","3","2","S1","S","LML; MOK",0,"3",3,0.1,2,0.1,0,1,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,90,10,0,1,0,NA,"d<U+00F8>d torvmoser",NA,"203386",30,2021-06-07,2021-09-13,2,2,NA,0,11,929,750,73,0.18,69,3.2,0.15,8,0,445,0.46,26.7,0,"Hoydalsmoan","BSM3",6,-0.131186224112426,-0.039,-0.3603,11,NA,NA,1.3,1.4,0.1,1.3,104.3,0.1,1,0.1,0.1
"116",2022-09-14,"2022","9","BSM","3","2","S1","S","MOK",2,"3",3,50,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,2,0,45,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.1086325708061,-0.0476,-0.1685,0,49.9,NA,6.2,56.2,0.2,56,103,50,50,50,50
"117",2023-09-07,"2023","9","BSM","3","2","S1","S","FB, ACM",3,"3",3,76,0,8,0,0.1,5,0,0,0,2,0,0,0.1,0,0,0,0.1,0,0,0,0,1,0,15,0,8,0,0,NA,"bet pub, e.vag, polytrichium, molinia, bladmose, levermose, drosera rot, ag, comp, rub, cap, bal, ten","elgtr<U+00E5>kk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.10461629403794,-0.0318,-0.1435,0,26,75.9,16.3,92.3,3.2,89.1,112.1,76,76,76,76
"118",2021-06-08,"2021","6","BSM","3","2","S2","S","LML; MOK",0,"2",1,0.1,4,1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,10,0,0,0,NA,"d<U+00F8>de torvmoser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",6,-0.131186224112426,-0.039,-0.3603,11,NA,NA,1.1,1.2,0,1.2,100.2,0.1,1,0.1,0.1
"119",2022-09-14,"2022","9","BSM","3","2","S2","S","MOK",2,"2",1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,NA,NA,"under vann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.1086325708061,-0.0476,-0.1685,0,59.9,NA,0,60,0,60,100,60,60,60,60
"120",2023-09-07,"2023","9","BSM","3","2","S2","S","FB, ACM",3,"2",1,75,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.1,0.1,0,40,NA,"e.vag, pap, rub, ang, ten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.10461629403794,-0.0318,-0.1435,0,15,74.9,4,79,4,75,100.2,75,75,75,75
"121",2021-06-08,"2021","6","BSM","3","3","C","C","LML; MOK",0,"2",1,0,10,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,5,0,0,0,NA,"d<U+00F8>d torvmoser",NA,"203387",31,2021-06-07,2021-09-13,2,2,NA,0,26,484,748,10,0.15,116.3,0.7,0.16,6.77,0,455,1.5,74.9,0.06,"Hoydalsmoan","BSM3",6,-0.131186224112426,-0.039,-0.3603,11,NA,NA,0.1,0.1,0,0.1,100.1,1e-04,0,0,1e-04
"122",2022-09-14,"2022","9","BSM","3","3","C","C","MOK",2,"2",1,2,0,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,95,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.1086325708061,-0.0476,-0.1685,0,2,NA,0.5,2.5,0.3,2.2,98.2,2,2,2,2
"123",2023-09-07,"2023","9","BSM","3","3","C","C","MF",3,"2",1,10,0,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,NA,"dicranum, e.vag, pap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.10461629403794,-0.0318,-0.1435,0,8,10,0.3,10.3,0.1,10.2,100.2,10,10,10,10
"124",2021-06-08,"2021","6","BSM","3","3","M","M","LML; MOK",0,"2",2,0.1,15,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,5,0,0,0,NA,"d<U+00F8>de torvmoser",NA,"203388",32,2021-06-07,2021-09-13,2,2,NA,0,24,716,753,72,0.42,41.4,0.9,0.18,6.64,0.99,305,1.21,98.7,0.06,"Hoydalsmoan","BSM3",6,-0.131186224112426,-0.039,-0.3603,11,NA,NA,0.1,0.2,0,0.2,100.2,0.1,1,0.1,0.1
"125",2022-09-14,"2022","9","BSM","3","3","M","M","MOK",2,"2",2,1,0,3,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,20,0,75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.1086325708061,-0.0476,-0.1685,0,0.9,NA,4.2,5.2,0.2,5,100,1,1,1,1
"126",2023-09-07,"2023","9","BSM","3","3","M","M","MF",3,"2",2,15,0,0.1,0,0.1,5,0.1,0,0,1,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,45,0,35,0,0,NA,"pap, e.vag, empetrum, bj<U+00F8>rnemose, dicranum, levermoser, soldogg, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.10461629403794,-0.0318,-0.1435,0,14,14.9,6.5,21.5,1.2,20.3,100.3,15,15,15,15
"127",2021-06-08,"2021","6","BSM","3","3","S1","S","LML; MOK",0,"2",2,0.1,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,10,0,0,0,NA,"d<U+00F8>d torvmose",NA,"203389",33,2021-06-07,2021-09-13,2,2,NA,0,29,734,752,66,0.28,572,0.9,0.14,7.46,0.86,265,3.28,107.1,0.06,"Hoydalsmoan","BSM3",6,-0.131186224112426,-0.039,-0.3603,11,NA,NA,0.1,0.2,0,0.2,100.2,0.1,1,0.1,0.1
"128",2022-09-14,"2022","9","BSM","3","3","S1","S","MOK",2,"2",2,50,1,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1,0,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.1086325708061,-0.0476,-0.1685,0,49.9,NA,0.4,50.4,0.2,50.2,102.2,50,50,50,50
"129",2023-09-07,"2023","9","BSM","3","3","S1","S","FB, ACM",3,"2",2,92,2,1,0,0.1,0,0,0,0,4,0,0,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0,5,0.1,8,0,0,NA,"e.vag, polytrichium, drosera rot, ten, pap, emp nigr, rome, rub, bladmose, comp, molinia, oxycoccus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.10461629403794,-0.0318,-0.1435,0,42,91.9,5.5,97.5,4.4,93.1,108.2,92,92,92,92
"130",2021-06-08,"2021","6","BSM","3","3","S2","S","LML; MOK",0,"2",1,0.1,10,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",6,-0.131186224112426,-0.039,-0.3603,11,NA,NA,0.1,0.2,0,0.2,100.2,0.1,1,0.1,0.1
"131",2022-09-14,"2022","9","BSM","3","3","S2","S","MOK",2,"2",1,50,0,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2,0,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.1086325708061,-0.0476,-0.1685,0,49.9,NA,0.4,50.4,0.2,50.2,102.2,50,50,50,50
"132",2023-09-07,"2023","9","BSM","3","3","S2","S","FB, ACM",3,"2",1,95,3,0.1,0,0.1,0,0,0,0,2,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,10,0,0,NA,"drosera rot, oxycoccus, e. vag, polytrichium, pap, rub, ang, ten, bladmoser, comp, emp nigr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.10461629403794,-0.0318,-0.1435,0,45,94.9,2.4,97.4,2.2,95.2,108.2,95,95,95,95
"133",2021-06-08,"2021","6","BSM","3","4","C","C","LML; MOK",0,"3",2,0,5,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,90,5,0,0,0,NA,"d<U+00F8>d torvmose",NA,"203390",34,2021-06-07,2021-09-13,2,2,NA,0,27,476,745,14,0.11,640,0.8,0.06,6.74,0.16,99,6.05,156.1,0.09,"Hoydalsmoan","BSM3",6,-0.131186224112426,-0.039,-0.3603,11,NA,NA,0.2,0.2,0.1,0.1,100.1,1e-04,0,0,1e-04
"134",2022-09-14,"2022","9","BSM","3","4","C","C","MOK",2,"3",2,4,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.1086325708061,-0.0476,-0.1685,0,4,NA,0.1,4.1,0,4.1,99.3,4,4,4,4
"135",2023-09-07,"2023","9","BSM","3","4","C","C","MF",3,"3",2,5,0,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,75,0,0,0,0,NA,"e.vag, empetrum, levermoser, pap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.10461629403794,-0.0318,-0.1435,0,1,5,20,25,10,15,90,5,5,5,5
"136",2021-06-08,"2021","6","BSM","3","4","M","M","LML; MOK",0,"2",2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,0,0,0,NA,"dicram, d<U+00F8>d torvmose",NA,"203391",35,2021-06-07,2021-09-13,2,2,NA,0,22,773,749,62,0.15,372.8,1.2,0.05,7.91,0.02,331,1.21,86.5,0.06,"Hoydalsmoan","BSM3",6,-0.131186224112426,-0.039,-0.3603,11,NA,NA,0.1,0.1,0,0.1,100.1,1e-04,0,0,1e-04
"137",2022-09-14,"2022","9","BSM","3","4","M","M","MOK",2,"2",2,3,0,1,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,20,0,75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.1086325708061,-0.0476,-0.1685,0,3,NA,1.4,4.4,0.2,4.2,99.2,3,3,3,3
"138",2023-09-07,"2023","9","BSM","3","4","M","M","MF",3,"2",2,0,0,8,0,0,4,0,0,0,0.1,0,0,0,4,0,0,0,0,0.1,0,0,0,0,25,0,60,0,0,NA,"bj<U+00F8>rnemose, levermoser, pap, empetrum, e.vag, rome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.10461629403794,-0.0318,-0.1435,0,-3,0,16.2,16.2,4.2,12,97,1e-04,0,0,1e-04
"139",2021-06-08,"2021","6","BSM","3","4","S1","S","LML; MOK",0,"2",1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,20,0,0,0,NA,"dicram, d<U+00F8>d torvmose",NA,"203392",36,2021-06-07,2021-09-13,2,2,"rift in one cation probe",0,18,780,759,67,0.16,118,1.1,0.08,6.98,0.31,490,1.99,97.8,0.07,"Hoydalsmoan","BSM3",6,-0.131186224112426,-0.039,-0.3603,11,NA,NA,0.1,0.1,0,0.1,100.1,1e-04,0,0,1e-04
"140",2022-09-14,"2022","9","BSM","3","4","S1","S","MOK",2,"2",1,50,0,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.1086325708061,-0.0476,-0.1685,0,50,NA,0.3,50.3,0.1,50.2,103.2,50,50,50,50
"141",2023-09-07,"2023","9","BSM","3","4","S1","S","FB, ACM",3,"2",1,87,2,0.1,0,0.1,0,0,0,0,2,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,11,0,15,0,0,NA,"e.vag, emp nigr,  polytrichium, drosera rot, pap, rub, ang, ten, comp, bladmoser","elgtr<U+00E5>kk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.10461629403794,-0.0318,-0.1435,0,37,87,2.4,89.4,2.2,87.2,115.2,87,87,87,87
"142",2021-06-08,"2021","6","BSM","3","4","S2","S","LML; MOK",0,"2",1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,15,0,0,0,NA,"furumose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",6,-0.131186224112426,-0.039,-0.3603,11,NA,NA,0.1,0.1,0,0.1,100.1,1e-04,0,0,1e-04
"143",2022-09-14,"2022","9","BSM","3","4","S2","S","MOK",2,"2",1,50,0,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.1086325708061,-0.0476,-0.1685,0,50,NA,0.3,50.3,0.1,50.2,102.2,50,50,50,50
"144",2023-09-07,"2023","9","BSM","3","4","S2","S","FB, ACM",3,"2",1,93,2,0,0,0.1,2,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,10,0,0,NA,"e.vag, emp nigr, andromeda, rub, pap, ten, comp, calluna, bladmoser, ang, levermoser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoydalsmoan","BSM3",0,-0.10461629403794,-0.0318,-0.1435,0,43,93,8.1,101.1,6,95.1,110.1,93,93,93,93
"145",2023-09-07,"2023","9","BSM","Ref1","1",NA,"R","MF, MOK",3,NA,1,75,0,0,0,0,8,0,0,12,5,0,0,0,10,0.1,0,0,0,30,1,0,0,0,0,12,0,0,0,NA,"dvergbj<U+00F8>rk, klokkelyng, rome, andromeda, levermoser, traneb<U+00E6>r, pap, ten, rub, comp, <U+00E5>tilifium, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.1,141.1,58.1,83,95,75,75,75,75
"146",2023-09-07,"2023","9","BSM","Ref1","2",NA,"R","FB, ACM",3,NA,NA,98,0,0,0,3,0,0,0,25,5,0,0,0,9,0,0,0.1,0,30,0,0,0,0,0,10,0,0,0,NA,"pap, rub, ten(dom), bj<U+00F8>nnskjegg, rome, e.vag, andromeda, erica tet, bladmose, elvesnelle, dro rot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.1,170.1,69.1,101,111,98,98,98,98
"147",2023-09-07,"2023","9","BSM","Ref1","3",NA,"R","FB, ACM",3,NA,NA,15,0,0,0,2,3,0,0,20,3,0,0,0,7,0,0,0,0,55,4,0.1,0,0,0,10,0,0,0,NA,"bet nan, bj<U+00F8>nnskjegg, rome, erica tet, andromeda, pap, ten, rub, levermose, pin syl, bladmoser, e.vag.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.1,109.1,89.1,20,30,15,15,15,15
"148",2023-09-07,"2023","9","BSM","Ref1","4",NA,"R","MF, MOK",3,NA,1,60,0,0,0,0,15,0,0,8,2,0,0,0,8,0.1,0,0,0,30,2,0,0,0,0,15,0,0,0,NA,"eten, pap e, .vag, erica tetra, andromeda, rome, bet nan, oxycoccus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.1,125.1,50.1,75,90,60,60,60,60
"149",2023-09-07,"2023","9","BSM","Ref1","5",NA,"R","MF, MOK",3,NA,1,35,0,0,0,1,2,0,0,10,2,0,0,0,10,0,0,0,0,40,0,0,1,0,0,25,0,0,0,NA,"rome, bj<U+00F8>rneskjegg, e.vag, erica, bj<U+00F8>rk, calluna, ten, pap, rub, dicranum ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,101,63,38,63,35,35,35,35
