"","t_year","year","Date","Location","Sublocation","Block","Treatment","Treatment_ID","Subplot","Microtopography","Total","Notat","Sph_sp","cover","Proportion","cover_no0","cover_int","cover_no1"
"3170","3","2022",2022-09-15,"HM","3","1","S","S1","1",NA,80,NA,"Sph cap",10,0.125,10,10,10
"3171","3","2022",2022-09-15,"HM","3","1","S","S1","1",NA,80,NA,"Sph ten",5,0.0625,5,5,5
"3172","3","2022",2022-09-15,"HM","3","1","S","S1","1",NA,80,NA,"Sph pap",5,0.0625,5,5,5
"3173","3","2022",2022-09-15,"HM","3","1","S","S1","1",NA,80,NA,"Sph div",0,0,0.01,0,0
"3174","3","2022",2022-09-15,"HM","3","1","S","S1","1",NA,80,NA,"Sph rus",0,0,0.01,0,0
"3175","3","2022",2022-09-15,"HM","3","1","S","S1","1",NA,80,NA,"Sph com",0,0,0.01,0,0
"3176","3","2022",2022-09-15,"HM","3","1","S","S1","1",NA,80,NA,"Sph maj",0,0,0.01,0,0
"3177","3","2022",2022-09-15,"HM","3","1","S","S1","1",NA,80,NA,"Sph bal",0,0,0.01,0,0
"3178","3","2022",2022-09-15,"HM","3","1","S","S1","1",NA,80,NA,"Sph rip",0,0,0.01,0,0
"3179","3","2022",2022-09-15,"HM","3","1","S","S1","1",NA,80,NA,"Sph cf",0,0,0.01,0,0
"3180","3","2022",2022-09-15,"HM","3","1","S","S1","2",NA,60,NA,"Sph ang",40,0.666666666666667,40,40,40
"3181","3","2022",2022-09-15,"HM","3","1","S","S1","2",NA,60,NA,"Sph cap",8,0.133333333333333,8,8,8
"3182","3","2022",2022-09-15,"HM","3","1","S","S1","2",NA,60,NA,"Sph ten",11,0.183333333333333,11,11,11
"3183","3","2022",2022-09-15,"HM","3","1","S","S1","2",NA,60,NA,"Sph pap",1,0.0166666666666667,1,1,1
"3184","3","2022",2022-09-15,"HM","3","1","S","S1","2",NA,60,NA,"Sph div",0,0,0.01,0,0
"3185","3","2022",2022-09-15,"HM","3","1","S","S1","2",NA,60,NA,"Sph rus",0,0,0.01,0,0
"3186","3","2022",2022-09-15,"HM","3","1","S","S1","2",NA,60,NA,"Sph com",0,0,0.01,0,0
"3187","3","2022",2022-09-15,"HM","3","1","S","S1","2",NA,60,NA,"Sph maj",0,0,0.01,0,0
"3188","3","2022",2022-09-15,"HM","3","1","S","S1","2",NA,60,NA,"Sph bal",0,0,0.01,0,0
"3189","3","2022",2022-09-15,"HM","3","1","S","S1","2",NA,60,NA,"Sph rip",0,0,0.01,0,0
"3190","3","2022",2022-09-15,"HM","3","1","S","S1","2",NA,60,NA,"Sph cf",0,0,0.01,0,0
"3191","3","2022",2022-09-15,"HM","3","1","S","S1","3",NA,55,NA,"Sph ang",30,0.545454545454545,30,30,30
"3192","3","2022",2022-09-15,"HM","3","1","S","S1","3",NA,55,NA,"Sph cap",8,0.145454545454545,8,8,8
"3193","3","2022",2022-09-15,"HM","3","1","S","S1","3",NA,55,NA,"Sph ten",5,0.0909090909090909,5,5,5
"3194","3","2022",2022-09-15,"HM","3","1","S","S1","3",NA,55,NA,"Sph pap",12,0.218181818181818,12,12,12
"3195","3","2022",2022-09-15,"HM","3","1","S","S1","3",NA,55,NA,"Sph div",0,0,0.01,0,0
"3196","3","2022",2022-09-15,"HM","3","1","S","S1","3",NA,55,NA,"Sph rus",0,0,0.01,0,0
"3197","3","2022",2022-09-15,"HM","3","1","S","S1","3",NA,55,NA,"Sph com",0,0,0.01,0,0
"3198","3","2022",2022-09-15,"HM","3","1","S","S1","3",NA,55,NA,"Sph maj",0,0,0.01,0,0
"3199","3","2022",2022-09-15,"HM","3","1","S","S1","3",NA,55,NA,"Sph bal",0,0,0.01,0,0
"3200","3","2022",2022-09-15,"HM","3","1","S","S1","3",NA,55,NA,"Sph rip",0,0,0.01,0,0
"3201","3","2022",2022-09-15,"HM","3","1","S","S1","3",NA,55,NA,"Sph cf",0,0,0.01,0,0
"3202","3","2022",2022-09-15,"HM","3","1","S","S1","4",NA,60,NA,"Sph ang",34,0.566666666666667,34,34,34
"3203","3","2022",2022-09-15,"HM","3","1","S","S1","4",NA,60,NA,"Sph cap",8,0.133333333333333,8,8,8
"3204","3","2022",2022-09-15,"HM","3","1","S","S1","4",NA,60,NA,"Sph ten",12,0.2,12,12,12
"3205","3","2022",2022-09-15,"HM","3","1","S","S1","4",NA,60,NA,"Sph pap",6,0.1,6,6,6
"3206","3","2022",2022-09-15,"HM","3","1","S","S1","4",NA,60,NA,"Sph div",0,0,0.01,0,0
"3207","3","2022",2022-09-15,"HM","3","1","S","S1","4",NA,60,NA,"Sph rus",0,0,0.01,0,0
"3208","3","2022",2022-09-15,"HM","3","1","S","S1","4",NA,60,NA,"Sph com",0,0,0.01,0,0
"3209","3","2022",2022-09-15,"HM","3","1","S","S1","4",NA,60,NA,"Sph maj",0,0,0.01,0,0
"3210","3","2022",2022-09-15,"HM","3","1","S","S1","4",NA,60,NA,"Sph bal",0,0,0.01,0,0
"3211","3","2022",2022-09-15,"HM","3","1","S","S1","4",NA,60,NA,"Sph rip",0,0,0.01,0,0
"3212","3","2022",2022-09-15,"HM","3","1","S","S1","4",NA,60,NA,"Sph cf",0,0,0.01,0,0
"3213","3","2022",2022-09-15,"HM","3","1","S","S2","1",NA,80,NA,"Sph ang",55,0.6875,55,55,55
"3214","3","2022",2022-09-15,"HM","3","1","S","S2","1",NA,80,NA,"Sph cap",5,0.0625,5,5,5
"3215","3","2022",2022-09-15,"HM","3","1","S","S2","1",NA,80,NA,"Sph ten",15,0.1875,15,15,15
"3216","3","2022",2022-09-15,"HM","3","1","S","S2","1",NA,80,NA,"Sph pap",5,0.0625,5,5,5
"3217","3","2022",2022-09-15,"HM","3","1","S","S2","1",NA,80,NA,"Sph div",0,0,0.01,0,0
"3218","3","2022",2022-09-15,"HM","3","1","S","S2","1",NA,80,NA,"Sph rus",0,0,0.01,0,0
"3219","3","2022",2022-09-15,"HM","3","1","S","S2","1",NA,80,NA,"Sph com",0,0,0.01,0,0
"3220","3","2022",2022-09-15,"HM","3","1","S","S2","1",NA,80,NA,"Sph maj",0,0,0.01,0,0
"3221","3","2022",2022-09-15,"HM","3","1","S","S2","1",NA,80,NA,"Sph bal",0,0,0.01,0,0
"3222","3","2022",2022-09-15,"HM","3","1","S","S2","1",NA,80,NA,"Sph rip",0,0,0.01,0,0
"3223","3","2022",2022-09-15,"HM","3","1","S","S2","1",NA,80,NA,"Sph cf",0,0,0.01,0,0
"3224","3","2022",2022-09-15,"HM","3","1","S","S2","2",NA,10,NA,"Sph ang",5,0.5,5,5,5
"3225","3","2022",2022-09-15,"HM","3","1","S","S2","2",NA,10,NA,"Sph cap",0,0,0.01,0,0
"3226","3","2022",2022-09-15,"HM","3","1","S","S2","2",NA,10,NA,"Sph ten",1,0.1,1,1,1
"3227","3","2022",2022-09-15,"HM","3","1","S","S2","2",NA,10,NA,"Sph pap",4,0.4,4,4,4
"3228","3","2022",2022-09-15,"HM","3","1","S","S2","2",NA,10,NA,"Sph div",0,0,0.01,0,0
"3229","3","2022",2022-09-15,"HM","3","1","S","S2","2",NA,10,NA,"Sph rus",0,0,0.01,0,0
"3230","3","2022",2022-09-15,"HM","3","1","S","S2","2",NA,10,NA,"Sph com",0,0,0.01,0,0
"3231","3","2022",2022-09-15,"HM","3","1","S","S2","2",NA,10,NA,"Sph maj",0,0,0.01,0,0
"3232","3","2022",2022-09-15,"HM","3","1","S","S2","2",NA,10,NA,"Sph bal",0,0,0.01,0,0
"3233","3","2022",2022-09-15,"HM","3","1","S","S2","2",NA,10,NA,"Sph rip",0,0,0.01,0,0
"3234","3","2022",2022-09-15,"HM","3","1","S","S2","2",NA,10,NA,"Sph cf",0,0,0.01,0,0
"3235","3","2022",2022-09-15,"HM","3","1","S","S2","3",NA,79,NA,"Sph ang",50,0.632911392405063,50,50,50
"3236","3","2022",2022-09-15,"HM","3","1","S","S2","3",NA,79,NA,"Sph cap",5,0.0632911392405063,5,5,5
"3237","3","2022",2022-09-15,"HM","3","1","S","S2","3",NA,79,NA,"Sph ten",12,0.151898734177215,12,12,12
"3238","3","2022",2022-09-15,"HM","3","1","S","S2","3",NA,79,NA,"Sph pap",12,0.151898734177215,12,12,12
"3239","3","2022",2022-09-15,"HM","3","1","S","S2","3",NA,79,NA,"Sph div",0,0,0.01,0,0
"3240","3","2022",2022-09-15,"HM","3","1","S","S2","3",NA,79,NA,"Sph rus",0,0,0.01,0,0
"3241","3","2022",2022-09-15,"HM","3","1","S","S2","3",NA,79,NA,"Sph com",0,0,0.01,0,0
"3242","3","2022",2022-09-15,"HM","3","1","S","S2","3",NA,79,NA,"Sph maj",0,0,0.01,0,0
"3243","3","2022",2022-09-15,"HM","3","1","S","S2","3",NA,79,NA,"Sph bal",0,0,0.01,0,0
"3244","3","2022",2022-09-15,"HM","3","1","S","S2","3",NA,79,NA,"Sph rip",0,0,0.01,0,0
"3245","3","2022",2022-09-15,"HM","3","1","S","S2","3",NA,79,NA,"Sph cf",0,0,0.01,0,0
"3246","3","2022",2022-09-15,"HM","3","1","S","S2","4",NA,50,NA,"Sph ang",37,0.74,37,37,37
"3247","3","2022",2022-09-15,"HM","3","1","S","S2","4",NA,50,NA,"Sph cap",5,0.1,5,5,5
"3248","3","2022",2022-09-15,"HM","3","1","S","S2","4",NA,50,NA,"Sph ten",5,0.1,5,5,5
"3249","3","2022",2022-09-15,"HM","3","1","S","S2","4",NA,50,NA,"Sph pap",3,0.06,3,3,3
"3250","3","2022",2022-09-15,"HM","3","1","S","S2","4",NA,50,NA,"Sph div",0,0,0.01,0,0
"3251","3","2022",2022-09-15,"HM","3","1","S","S2","4",NA,50,NA,"Sph rus",0,0,0.01,0,0
"3252","3","2022",2022-09-15,"HM","3","1","S","S2","4",NA,50,NA,"Sph com",0,0,0.01,0,0
"3253","3","2022",2022-09-15,"HM","3","1","S","S2","4",NA,50,NA,"Sph maj",0,0,0.01,0,0
"3254","3","2022",2022-09-15,"HM","3","1","S","S2","4",NA,50,NA,"Sph bal",0,0,0.01,0,0
"3255","3","2022",2022-09-15,"HM","3","1","S","S2","4",NA,50,NA,"Sph rip",0,0,0.01,0,0
"3256","3","2022",2022-09-15,"HM","3","1","S","S2","4",NA,50,NA,"Sph cf",0,0,0.01,0,0
"3257","3","2022",2022-09-15,"HM","3","2","S","S1","1",NA,80,NA,"Sph ang",35,0.4375,35,35,35
"3258","3","2022",2022-09-15,"HM","3","2","S","S1","1",NA,80,NA,"Sph cap",5,0.0625,5,5,5
"3259","3","2022",2022-09-15,"HM","3","2","S","S1","1",NA,80,NA,"Sph ten",38,0.475,38,38,38
"3260","3","2022",2022-09-15,"HM","3","2","S","S1","1",NA,80,NA,"Sph pap",2,0.025,2,2,2
"3261","3","2022",2022-09-15,"HM","3","2","S","S1","1",NA,80,NA,"Sph div",0,0,0.01,0,0
"3262","3","2022",2022-09-15,"HM","3","2","S","S1","1",NA,80,NA,"Sph rus",0,0,0.01,0,0
"3263","3","2022",2022-09-15,"HM","3","2","S","S1","1",NA,80,NA,"Sph com",0,0,0.01,0,0
"3264","3","2022",2022-09-15,"HM","3","2","S","S1","1",NA,80,NA,"Sph maj",0,0,0.01,0,0
"3265","3","2022",2022-09-15,"HM","3","2","S","S1","1",NA,80,NA,"Sph bal",0,0,0.01,0,0
"3266","3","2022",2022-09-15,"HM","3","2","S","S1","1",NA,80,NA,"Sph rip",0,0,0.01,0,0
"3267","3","2022",2022-09-15,"HM","3","2","S","S1","1",NA,80,NA,"Sph cf",0,0,0.01,0,0
"3268","3","2022",2022-09-15,"HM","3","2","S","S1","2",NA,65,NA,"Sph ang",47,0.723076923076923,47,47,47
"3269","3","2022",2022-09-15,"HM","3","2","S","S1","2",NA,65,NA,"Sph cap",5,0.0769230769230769,5,5,5
"3270","3","2022",2022-09-15,"HM","3","2","S","S1","2",NA,65,NA,"Sph ten",10,0.153846153846154,10,10,10
"3271","3","2022",2022-09-15,"HM","3","2","S","S1","2",NA,65,NA,"Sph pap",3,0.0461538461538462,3,3,3
"3272","3","2022",2022-09-15,"HM","3","2","S","S1","2",NA,65,NA,"Sph div",0,0,0.01,0,0
"3273","3","2022",2022-09-15,"HM","3","2","S","S1","2",NA,65,NA,"Sph rus",0,0,0.01,0,0
"3274","3","2022",2022-09-15,"HM","3","2","S","S1","2",NA,65,NA,"Sph com",0,0,0.01,0,0
"3275","3","2022",2022-09-15,"HM","3","2","S","S1","2",NA,65,NA,"Sph maj",0,0,0.01,0,0
"3276","3","2022",2022-09-15,"HM","3","2","S","S1","2",NA,65,NA,"Sph bal",0,0,0.01,0,0
"3277","3","2022",2022-09-15,"HM","3","2","S","S1","2",NA,65,NA,"Sph rip",0,0,0.01,0,0
"3278","3","2022",2022-09-15,"HM","3","2","S","S1","2",NA,65,NA,"Sph cf",0,0,0.01,0,0
"3279","3","2022",2022-09-15,"HM","3","2","S","S1","3",NA,50,NA,"Sph ang",30,0.6,30,30,30
"3280","3","2022",2022-09-15,"HM","3","2","S","S1","3",NA,50,NA,"Sph cap",5,0.1,5,5,5
"3281","3","2022",2022-09-15,"HM","3","2","S","S1","3",NA,50,NA,"Sph ten",14,0.28,14,14,14
"3282","3","2022",2022-09-15,"HM","3","2","S","S1","3",NA,50,NA,"Sph pap",2,0.04,2,2,2
"3283","3","2022",2022-09-15,"HM","3","2","S","S1","3",NA,50,NA,"Sph div",0,0,0.01,0,0
"3284","3","2022",2022-09-15,"HM","3","2","S","S1","3",NA,50,NA,"Sph rus",0,0,0.01,0,0
"3285","3","2022",2022-09-15,"HM","3","2","S","S1","3",NA,50,NA,"Sph com",0,0,0.01,0,0
"3286","3","2022",2022-09-15,"HM","3","2","S","S1","3",NA,50,NA,"Sph maj",0,0,0.01,0,0
"3287","3","2022",2022-09-15,"HM","3","2","S","S1","3",NA,50,NA,"Sph bal",0,0,0.01,0,0
"3288","3","2022",2022-09-15,"HM","3","2","S","S1","3",NA,50,NA,"Sph rip",0,0,0.01,0,0
"3289","3","2022",2022-09-15,"HM","3","2","S","S1","3",NA,50,NA,"Sph cf",0,0,0.01,0,0
"3290","3","2022",2022-09-15,"HM","3","2","S","S1","4",NA,45,NA,"Sph ang",20,0.444444444444444,20,20,20
"3291","3","2022",2022-09-15,"HM","3","2","S","S1","4",NA,45,NA,"Sph cap",2,0.0444444444444444,2,2,2
"3292","3","2022",2022-09-15,"HM","3","2","S","S1","4",NA,45,NA,"Sph ten",20,0.444444444444444,20,20,20
"3293","3","2022",2022-09-15,"HM","3","2","S","S1","4",NA,45,NA,"Sph pap",1,0.0222222222222222,1,1,1
"3294","3","2022",2022-09-15,"HM","3","2","S","S1","4",NA,45,NA,"Sph div",0,0,0.01,0,0
"3295","3","2022",2022-09-15,"HM","3","2","S","S1","4",NA,45,NA,"Sph rus",0,0,0.01,0,0
"3296","3","2022",2022-09-15,"HM","3","2","S","S1","4",NA,45,NA,"Sph com",0,0,0.01,0,0
"3297","3","2022",2022-09-15,"HM","3","2","S","S1","4",NA,45,NA,"Sph maj",0,0,0.01,0,0
"3298","3","2022",2022-09-15,"HM","3","2","S","S1","4",NA,45,NA,"Sph bal",0,0,0.01,0,0
"3299","3","2022",2022-09-15,"HM","3","2","S","S1","4",NA,45,NA,"Sph rip",0,0,0.01,0,0
"3300","3","2022",2022-09-15,"HM","3","2","S","S1","4",NA,45,NA,"Sph cf",0,0,0.01,0,0
"3301","3","2022",2022-09-15,"HM","3","2","S","S2","1",NA,45,NA,"Sph ang",34,0.755555555555556,34,34,34
"3302","3","2022",2022-09-15,"HM","3","2","S","S2","1",NA,45,NA,"Sph cap",3,0.0666666666666667,3,3,3
"3303","3","2022",2022-09-15,"HM","3","2","S","S2","1",NA,45,NA,"Sph ten",5,0.111111111111111,5,5,5
"3304","3","2022",2022-09-15,"HM","3","2","S","S2","1",NA,45,NA,"Sph pap",3,0.0666666666666667,3,3,3
"3305","3","2022",2022-09-15,"HM","3","2","S","S2","1",NA,45,NA,"Sph div",0,0,0.01,0,0
"3306","3","2022",2022-09-15,"HM","3","2","S","S2","1",NA,45,NA,"Sph rus",0,0,0.01,0,0
"3307","3","2022",2022-09-15,"HM","3","2","S","S2","1",NA,45,NA,"Sph com",0,0,0.01,0,0
"3308","3","2022",2022-09-15,"HM","3","2","S","S2","1",NA,45,NA,"Sph maj",0,0,0.01,0,0
"3309","3","2022",2022-09-15,"HM","3","2","S","S2","1",NA,45,NA,"Sph bal",0,0,0.01,0,0
"3310","3","2022",2022-09-15,"HM","3","2","S","S2","1",NA,45,NA,"Sph rip",0,0,0.01,0,0
"3311","3","2022",2022-09-15,"HM","3","2","S","S2","1",NA,45,NA,"Sph cf",0,0,0.01,0,0
"3312","3","2022",2022-09-15,"HM","3","2","S","S2","2",NA,72,NA,"Sph ang",10,0.138888888888889,10,10,10
"3313","3","2022",2022-09-15,"HM","3","2","S","S2","2",NA,72,NA,"Sph cap",10,0.138888888888889,10,10,10
"3314","3","2022",2022-09-15,"HM","3","2","S","S2","2",NA,72,NA,"Sph ten",15,0.208333333333333,15,15,15
"3315","3","2022",2022-09-15,"HM","3","2","S","S2","2",NA,72,NA,"Sph pap",7,0.0972222222222222,7,7,7
"3316","3","2022",2022-09-15,"HM","3","2","S","S2","2",NA,72,NA,"Sph div",0,0,0.01,0,0
"3317","3","2022",2022-09-15,"HM","3","2","S","S2","2",NA,72,NA,"Sph rus",0,0,0.01,0,0
"3318","3","2022",2022-09-15,"HM","3","2","S","S2","2",NA,72,NA,"Sph com",0,0,0.01,0,0
"3319","3","2022",2022-09-15,"HM","3","2","S","S2","2",NA,72,NA,"Sph maj",0,0,0.01,0,0
"3320","3","2022",2022-09-15,"HM","3","2","S","S2","2",NA,72,NA,"Sph bal",0,0,0.01,0,0
"3321","3","2022",2022-09-15,"HM","3","2","S","S2","2",NA,72,NA,"Sph rip",0,0,0.01,0,0
"3322","3","2022",2022-09-15,"HM","3","2","S","S2","2",NA,72,NA,"Sph cf",0,0,0.01,0,0
"3323","3","2022",2022-09-15,"HM","3","2","S","S2","3",NA,40,NA,"Sph ang",30,0.75,30,30,30
"3324","3","2022",2022-09-15,"HM","3","2","S","S2","3",NA,40,NA,"Sph cap",6,0.15,6,6,6
"3325","3","2022",2022-09-15,"HM","3","2","S","S2","3",NA,40,NA,"Sph ten",3,0.075,3,3,3
"3326","3","2022",2022-09-15,"HM","3","2","S","S2","3",NA,40,NA,"Sph pap",1,0.025,1,1,1
"3327","3","2022",2022-09-15,"HM","3","2","S","S2","3",NA,40,NA,"Sph div",0,0,0.01,0,0
"3328","3","2022",2022-09-15,"HM","3","2","S","S2","3",NA,40,NA,"Sph rus",0,0,0.01,0,0
"3329","3","2022",2022-09-15,"HM","3","2","S","S2","3",NA,40,NA,"Sph com",0,0,0.01,0,0
"3330","3","2022",2022-09-15,"HM","3","2","S","S2","3",NA,40,NA,"Sph maj",0,0,0.01,0,0
"3331","3","2022",2022-09-15,"HM","3","2","S","S2","3",NA,40,NA,"Sph bal",0,0,0.01,0,0
"3332","3","2022",2022-09-15,"HM","3","2","S","S2","3",NA,40,NA,"Sph rip",0,0,0.01,0,0
"3333","3","2022",2022-09-15,"HM","3","2","S","S2","3",NA,40,NA,"Sph cf",0,0,0.01,0,0
"3334","3","2022",2022-09-15,"HM","3","2","S","S2","4",NA,60,NA,"Sph ang",30,0.5,30,30,30
"3335","3","2022",2022-09-15,"HM","3","2","S","S2","4",NA,60,NA,"Sph cap",14,0.233333333333333,14,14,14
"3336","3","2022",2022-09-15,"HM","3","2","S","S2","4",NA,60,NA,"Sph ten",14,0.233333333333333,14,14,14
"3337","3","2022",2022-09-15,"HM","3","2","S","S2","4",NA,60,NA,"Sph pap",2,0.0333333333333333,2,2,2
"3338","3","2022",2022-09-15,"HM","3","2","S","S2","4",NA,60,NA,"Sph div",0,0,0.01,0,0
"3339","3","2022",2022-09-15,"HM","3","2","S","S2","4",NA,60,NA,"Sph rus",0,0,0.01,0,0
"3340","3","2022",2022-09-15,"HM","3","2","S","S2","4",NA,60,NA,"Sph com",0,0,0.01,0,0
"3341","3","2022",2022-09-15,"HM","3","2","S","S2","4",NA,60,NA,"Sph maj",0,0,0.01,0,0
"3342","3","2022",2022-09-15,"HM","3","2","S","S2","4",NA,60,NA,"Sph bal",0,0,0.01,0,0
"3343","3","2022",2022-09-15,"HM","3","2","S","S2","4",NA,60,NA,"Sph rip",0,0,0.01,0,0
"3344","3","2022",2022-09-15,"HM","3","2","S","S2","4",NA,60,NA,"Sph cf",0,0,0.01,0,0
"3345","3","2022",2022-09-15,"HM","3","3","S","S1","1",NA,10,NA,"Sph ang",8,0.8,8,8,8
"3346","3","2022",2022-09-15,"HM","3","3","S","S1","1",NA,10,NA,"Sph cap",1,0.1,1,1,1
"3347","3","2022",2022-09-15,"HM","3","3","S","S1","1",NA,10,NA,"Sph ten",1,0.1,1,1,1
"3348","3","2022",2022-09-15,"HM","3","3","S","S1","1",NA,10,NA,"Sph pap",0,0,0.01,0,0
"3349","3","2022",2022-09-15,"HM","3","3","S","S1","1",NA,10,NA,"Sph div",0,0,0.01,0,0
"3350","3","2022",2022-09-15,"HM","3","3","S","S1","1",NA,10,NA,"Sph rus",0,0,0.01,0,0
"3351","3","2022",2022-09-15,"HM","3","3","S","S1","1",NA,10,NA,"Sph com",0,0,0.01,0,0
"3352","3","2022",2022-09-15,"HM","3","3","S","S1","1",NA,10,NA,"Sph maj",0,0,0.01,0,0
"3353","3","2022",2022-09-15,"HM","3","3","S","S1","1",NA,10,NA,"Sph bal",0,0,0.01,0,0
"3354","3","2022",2022-09-15,"HM","3","3","S","S1","1",NA,10,NA,"Sph rip",0,0,0.01,0,0
"3355","3","2022",2022-09-15,"HM","3","3","S","S1","1",NA,10,NA,"Sph cf",0,0,0.01,0,0
"3356","3","2022",2022-09-15,"HM","3","3","S","S1","2",NA,15,NA,"Sph ang",11,0.733333333333333,11,11,11
"3357","3","2022",2022-09-15,"HM","3","3","S","S1","2",NA,15,NA,"Sph cap",1,0.0666666666666667,1,1,1
"3358","3","2022",2022-09-15,"HM","3","3","S","S1","2",NA,15,NA,"Sph ten",2,0.133333333333333,2,2,2
"3359","3","2022",2022-09-15,"HM","3","3","S","S1","2",NA,15,NA,"Sph pap",1,0.0666666666666667,1,1,1
"3360","3","2022",2022-09-15,"HM","3","3","S","S1","2",NA,15,NA,"Sph div",0,0,0.01,0,0
"3361","3","2022",2022-09-15,"HM","3","3","S","S1","2",NA,15,NA,"Sph rus",0,0,0.01,0,0
"3362","3","2022",2022-09-15,"HM","3","3","S","S1","2",NA,15,NA,"Sph com",0,0,0.01,0,0
"3363","3","2022",2022-09-15,"HM","3","3","S","S1","2",NA,15,NA,"Sph maj",0,0,0.01,0,0
"3364","3","2022",2022-09-15,"HM","3","3","S","S1","2",NA,15,NA,"Sph bal",0,0,0.01,0,0
"3365","3","2022",2022-09-15,"HM","3","3","S","S1","2",NA,15,NA,"Sph rip",0,0,0.01,0,0
"3366","3","2022",2022-09-15,"HM","3","3","S","S1","2",NA,15,NA,"Sph cf",0,0,0.01,0,0
"3367","3","2022",2022-09-15,"HM","3","3","S","S1","3",NA,20,NA,"Sph ang",16,0.8,16,16,16
"3368","3","2022",2022-09-15,"HM","3","3","S","S1","3",NA,20,NA,"Sph cap",0,0,0.01,0,0
"3369","3","2022",2022-09-15,"HM","3","3","S","S1","3",NA,20,NA,"Sph ten",3,0.15,3,3,3
"3370","3","2022",2022-09-15,"HM","3","3","S","S1","3",NA,20,NA,"Sph pap",1,0.05,1,1,1
"3371","3","2022",2022-09-15,"HM","3","3","S","S1","3",NA,20,NA,"Sph div",0,0,0.01,0,0
"3372","3","2022",2022-09-15,"HM","3","3","S","S1","3",NA,20,NA,"Sph rus",0,0,0.01,0,0
"3373","3","2022",2022-09-15,"HM","3","3","S","S1","3",NA,20,NA,"Sph com",0,0,0.01,0,0
"3374","3","2022",2022-09-15,"HM","3","3","S","S1","3",NA,20,NA,"Sph maj",0,0,0.01,0,0
"3375","3","2022",2022-09-15,"HM","3","3","S","S1","3",NA,20,NA,"Sph bal",0,0,0.01,0,0
"3376","3","2022",2022-09-15,"HM","3","3","S","S1","3",NA,20,NA,"Sph rip",0,0,0.01,0,0
"3377","3","2022",2022-09-15,"HM","3","3","S","S1","3",NA,20,NA,"Sph cf",0,0,0.01,0,0
"3378","3","2022",2022-09-15,"HM","3","3","S","S1","4",NA,10,NA,"Sph ang",5,0.5,5,5,5
"3379","3","2022",2022-09-15,"HM","3","3","S","S1","4",NA,10,NA,"Sph cap",2,0.2,2,2,2
"3380","3","2022",2022-09-15,"HM","3","3","S","S1","4",NA,10,NA,"Sph ten",1,0.1,1,1,1
"3381","3","2022",2022-09-15,"HM","3","3","S","S1","4",NA,10,NA,"Sph pap",2,0.2,2,2,2
"3382","3","2022",2022-09-15,"HM","3","3","S","S1","4",NA,10,NA,"Sph div",0,0,0.01,0,0
"3383","3","2022",2022-09-15,"HM","3","3","S","S1","4",NA,10,NA,"Sph rus",0,0,0.01,0,0
"3384","3","2022",2022-09-15,"HM","3","3","S","S1","4",NA,10,NA,"Sph com",0,0,0.01,0,0
"3385","3","2022",2022-09-15,"HM","3","3","S","S1","4",NA,10,NA,"Sph maj",0,0,0.01,0,0
"3386","3","2022",2022-09-15,"HM","3","3","S","S1","4",NA,10,NA,"Sph bal",0,0,0.01,0,0
"3387","3","2022",2022-09-15,"HM","3","3","S","S1","4",NA,10,NA,"Sph rip",0,0,0.01,0,0
"3388","3","2022",2022-09-15,"HM","3","3","S","S1","4",NA,10,NA,"Sph cf",0,0,0.01,0,0
"3389","3","2022",2022-09-15,"HM","3","3","S","S2","1",NA,10,NA,"Sph ang",8,0.8,8,8,8
"3390","3","2022",2022-09-15,"HM","3","3","S","S2","1",NA,10,NA,"Sph cap",1,0.1,1,1,1
"3391","3","2022",2022-09-15,"HM","3","3","S","S2","1",NA,10,NA,"Sph ten",1,0.1,1,1,1
"3392","3","2022",2022-09-15,"HM","3","3","S","S2","1",NA,10,NA,"Sph pap",0,0,0.01,0,0
"3393","3","2022",2022-09-15,"HM","3","3","S","S2","1",NA,10,NA,"Sph div",0,0,0.01,0,0
"3394","3","2022",2022-09-15,"HM","3","3","S","S2","1",NA,10,NA,"Sph rus",0,0,0.01,0,0
"3395","3","2022",2022-09-15,"HM","3","3","S","S2","1",NA,10,NA,"Sph com",0,0,0.01,0,0
"3396","3","2022",2022-09-15,"HM","3","3","S","S2","1",NA,10,NA,"Sph maj",0,0,0.01,0,0
"3397","3","2022",2022-09-15,"HM","3","3","S","S2","1",NA,10,NA,"Sph bal",0,0,0.01,0,0
"3398","3","2022",2022-09-15,"HM","3","3","S","S2","1",NA,10,NA,"Sph rip",0,0,0.01,0,0
"3399","3","2022",2022-09-15,"HM","3","3","S","S2","1",NA,10,NA,"Sph cf",0,0,0.01,0,0
"3400","3","2022",2022-09-15,"HM","3","3","S","S2","2",NA,60,NA,"Sph ang",30,0.5,30,30,30
"3401","3","2022",2022-09-15,"HM","3","3","S","S2","2",NA,60,NA,"Sph cap",5,0.0833333333333333,5,5,5
"3402","3","2022",2022-09-15,"HM","3","3","S","S2","2",NA,60,NA,"Sph ten",20,0.333333333333333,20,20,20
"3403","3","2022",2022-09-15,"HM","3","3","S","S2","2",NA,60,NA,"Sph pap",5,0.0833333333333333,5,5,5
"3404","3","2022",2022-09-15,"HM","3","3","S","S2","2",NA,60,NA,"Sph div",0,0,0.01,0,0
"3405","3","2022",2022-09-15,"HM","3","3","S","S2","2",NA,60,NA,"Sph rus",0,0,0.01,0,0
"3406","3","2022",2022-09-15,"HM","3","3","S","S2","2",NA,60,NA,"Sph com",0,0,0.01,0,0
